E
-0.438014102814094E+06
-0.438013705838995E+06
-0.438013255306240E+06
-0.438012807795657E+06
-0.438012375960362E+06
-0.438011944499604E+06
-0.438011533914545E+06
-0.438011215039153E+06
-0.438011065566652E+06
-0.438011178609899E+06
-0.438011589644729E+06
-0.438012240112099E+06
-0.438013004783645E+06
-0.438013715672462E+06
-0.438014276513948E+06
-0.438014692132663E+06
-0.438015002887132E+06
-0.438015245249811E+06
-0.438015424849662E+06
-0.438015490500257E+06
-0.438015368037701E+06
-0.438015010777629E+06
-0.438014450032780E+06
-0.438013787057302E+06
-0.438013223079116E+06
-0.438012898346526E+06
-0.438012829410326E+06
-0.438012914261837E+06
-0.438013022349252E+06
-0.438013092612265E+06
-0.438013147467388E+06
-0.438013224256585E+06
-0.438013338459794E+06
-0.438013466483819E+06
-0.438013551606631E+06
-0.438013553232850E+06
-0.438013436352987E+06
-0.438013170103125E+06
-0.438012754094996E+06
-0.438012264939853E+06
-0.438011836301022E+06
-0.438011549889719E+06
-0.438011389164179E+06
-0.438011339365786E+06
-0.438011424250424E+06
-0.438011653328207E+06
-0.438011953159339E+06
-0.438012182252100E+06
-0.438012296125223E+06
-0.438012385114058E+06
-0.438012499088991E+06
-0.438012548011961E+06
-0.438012434675343E+06
-0.438012149941704E+06
-0.438011775311737E+06
-0.438011451944075E+06
-0.438011307764690E+06
-0.438011399529103E+06
-0.438011697752511E+06
-0.438012098387465E+06
-0.438012479499401E+06
-0.438012816802138E+06
-0.438013128803595E+06
-0.438013353987452E+06
-0.438013439393875E+06
-0.438013439113195E+06
-0.438013449069673E+06
-0.438013535131029E+06
-0.438013725243342E+06
-0.438013999546866E+06
-0.438014267596522E+06
-0.438014377909225E+06
-0.438014265410058E+06
-0.438014034758713E+06
-0.438013863868305E+06
-0.438013867430247E+06
-0.438014052026561E+06
-0.438014378477746E+06
-0.438014763425998E+06
-0.438015116937552E+06
-0.438015340126716E+06
-0.438015366482969E+06
-0.438015144080038E+06
-0.438014702152354E+06
-0.438014115339191E+06
-0.438013544418577E+06
-0.438013209521306E+06
-0.438013298448124E+06
-0.438013823856138E+06
-0.438014627554726E+06
-0.438015502604781E+06
-0.438016281488749E+06
-0.438016816372762E+06
-0.438017011074784E+06
-0.438016838442194E+06
-0.438016356384717E+06
-0.438015754896058E+06
-0.438015222859538E+06
-0.438014924646565E+06
-0.438014904008039E+06
-0.438015131988910E+06
-0.438015524247728E+06
-0.438015913052722E+06
-0.438016129584700E+06
-0.438016105065557E+06
-0.438015886994209E+06
-0.438015596742993E+06
-0.438015345148251E+06
-0.438015205218504E+06
-0.438015204093661E+06
-0.438015292552314E+06
-0.438015359247555E+06
-0.438015324083349E+06
-0.438015271595811E+06
-0.438015323371268E+06
-0.438015400562856E+06
-0.438015342976320E+06
-0.438015134255327E+06
-0.438014898440373E+06
-0.438014750484291E+06
-0.438014718358990E+06
-0.438014769476059E+06
-0.438014859735895E+06
-0.438014958222330E+06
-0.438015050651059E+06
-0.438015113127067E+06
-0.438015130364903E+06
-0.438015085557429E+06
-0.438014987959653E+06
-0.438014908427575E+06
-0.438014908224978E+06
-0.438014973879483E+06
-0.438015073637988E+06
-0.438015228863606E+06
-0.438015422825363E+06
-0.438015613172001E+06
-0.438015770077302E+06
-0.438015854355473E+06
-0.438015852636884E+06
-0.438015791187372E+06
-0.438015720885655E+06
-0.438015683599904E+06
-0.438015689298887E+06
-0.438015747974832E+06
-0.438015892132311E+06
-0.438016160043671E+06
-0.438016545530067E+06
-0.438016914219958E+06
-0.438017031977855E+06
-0.438016779985150E+06
-0.438016319492010E+06
-0.438015879325867E+06
-0.438015367163293E+06
-0.438014700683624E+06
-0.438014047727134E+06
-0.438013569538562E+06
-0.438013308080572E+06
-0.438013192243574E+06
-0.438013118149514E+06
-0.438013012185762E+06
-0.438012856665948E+06
-0.438012683700527E+06
-0.438012535314454E+06
-0.438012431548886E+06
-0.438012359584331E+06
-0.438012315724268E+06
-0.438012395613829E+06
-0.438012686242271E+06
-0.438013020744112E+06
-0.438013167572681E+06
-0.438013094485446E+06
-0.438012903925165E+06
-0.438012720095135E+06
-0.438012657565958E+06
-0.438012799619564E+06
-0.438013178990457E+06
-0.438013743890230E+06
-0.438014364992125E+06
-0.438014851553209E+06
-0.438015052588508E+06
-0.438015020437836E+06
-0.438014990254485E+06
-0.438014935473113E+06
-0.438014680012636E+06
-0.438014260280785E+06
-0.438013829927985E+06
-0.438013545222922E+06
-0.438013516157610E+06
-0.438013822531252E+06
-0.438014467402567E+06
-0.438015325259403E+06
-0.438016217865711E+06
-0.438016903034341E+06
-0.438017187062930E+06
-0.438016992466049E+06
-0.438016355814009E+06
-0.438015473059838E+06
-0.438014700289489E+06
-0.438014162380304E+06
-0.438013735707094E+06
-0.438013335225317E+06
-0.438013000190862E+06
-0.438012800180032E+06
-0.438012783771744E+06
-0.438012969782106E+06
-0.438013321157929E+06
-0.438013738461021E+06
-0.438014116469656E+06
-0.438014369251637E+06
-0.438014449569997E+06
-0.438014353990785E+06
-0.438014112303402E+06
-0.438013782730337E+06
-0.438013423823238E+06
-0.438013090749904E+06
-0.438012842766134E+06
-0.438012682464922E+06
-0.438012570526290E+06
-0.438012414650104E+06
-0.438012163731662E+06
-0.438011805066826E+06
-0.438011366197932E+06
-0.438010934526788E+06
-0.438010607389889E+06
-0.438010469033500E+06
-0.438010560264600E+06
-0.438010866617421E+06
-0.438011331748795E+06
-0.438011877923089E+06
-0.438012405648699E+06
-0.438012830720753E+06
-0.438013116407607E+06
-0.438013208074387E+06
-0.438013100849437E+06
-0.438012896518826E+06
-0.438012755896706E+06
-0.438012738989961E+06
-0.438012750894799E+06
-0.438012656263439E+06
-0.438012401482848E+06
-0.438012032997174E+06
-0.438011637601688E+06
-0.438011311679974E+06
-0.438011132027484E+06
-0.438011149541896E+06
-0.438011383809421E+06
-0.438011810981619E+06
-0.438012353871067E+06
-0.438012841033072E+06
-0.438013088012314E+06
-0.438012972338906E+06
-0.438012601644067E+06
-0.438012301161692E+06
-0.438012247874350E+06
-0.438012319827843E+06
-0.438012401362221E+06
-0.438012479300141E+06
-0.438012575724451E+06
-0.438012713375913E+06
-0.438012863314556E+06
-0.438012949198016E+06
-0.438012872824623E+06
-0.438012582306157E+06
-0.438012120407222E+06
-0.438011603629873E+06
-0.438011178667734E+06
-0.438010964577528E+06
-0.438010990631093E+06
-0.438011258616718E+06
-0.438011767624303E+06
-0.438012309891681E+06
-0.438012548659243E+06
-0.438012421673923E+06
-0.438012242934655E+06
-0.438012408352163E+06
-0.438012970427072E+06
-0.438013569231284E+06
-0.438013793118011E+06
-0.438013490725123E+06
-0.438012853319058E+06
-0.438012191262484E+06
-0.438011779427498E+06
-0.438011715583950E+06
-0.438011886490154E+06
-0.438012097054180E+06
-0.438012308715211E+06
-0.438012651462823E+06
-0.438013036091418E+06
-0.438013140991984E+06
-0.438012882625660E+06
-0.438012403854491E+06
-0.438011850755250E+06
-0.438011304735796E+06
-0.438010819233889E+06
-0.438010457559602E+06
-0.438010255364772E+06
-0.438010245063628E+06
-0.438010435994365E+06
-0.438010793319685E+06
-0.438011264175759E+06
-0.438011858370512E+06
-0.438012671986023E+06
-0.438013591644193E+06
-0.438014297935980E+06
-0.438014654917746E+06
-0.438014696708962E+06
-0.438014527221565E+06
-0.438014213432925E+06
-0.438013792982183E+06
-0.438013315070373E+06
-0.438012856369426E+06
-0.438012576050767E+06
-0.438012607579791E+06
-0.438012941405573E+06
-0.438013391881243E+06
-0.438013679167878E+06
-0.438013603082576E+06
-0.438013260682333E+06
-0.438013023045265E+06
-0.438012873180599E+06
-0.438012542954853E+06
-0.438012080155317E+06
-0.438011650123409E+06
-0.438011325584436E+06
-0.438011089988221E+06
-0.438010929658757E+06
-0.438010872901507E+06
-0.438010977427133E+06
-0.438011290798716E+06
-0.438011797909994E+06
-0.438012391726057E+06
-0.438012888835784E+06
-0.438013208149351E+06
-0.438013498542610E+06
-0.438013745184162E+06
-0.438013696376660E+06
-0.438013331624588E+06
-0.438012812992133E+06
-0.438012284957490E+06
-0.438011849405351E+06
-0.438011552852482E+06
-0.438011459489908E+06
-0.438011604550199E+06
-0.438011965477805E+06
-0.438012465522951E+06
-0.438012961941229E+06
-0.438013333128700E+06
-0.438013504088652E+06
-0.438013510862082E+06
-0.438013446491214E+06
-0.438013372823826E+06
-0.438013294662832E+06
-0.438013244989349E+06
-0.438013301179105E+06
-0.438013503089268E+06
-0.438013803180486E+06
-0.438014084108872E+06
-0.438014236111808E+06
-0.438014212912682E+06
-0.438014041994879E+06
-0.438013828126469E+06
-0.438013694944763E+06
-0.438013693089546E+06
-0.438013774578004E+06
-0.438013816911841E+06
-0.438013678276251E+06
-0.438013299190574E+06
-0.438012777214226E+06
-0.438012330828503E+06
-0.438012038593328E+06
-0.438011734771130E+06
-0.438011317775870E+06
-0.438010838481173E+06
-0.438010400625296E+06
-0.438010075815490E+06
-0.438009903996237E+06
-0.438009866658498E+06
-0.438009914983480E+06
-0.438009974796901E+06
-0.438009971775025E+06
-0.438009990837812E+06
-0.438010278905591E+06
-0.438010870264240E+06
-0.438011444302393E+06
-0.438011777416715E+06
-0.438011928854454E+06
-0.438012021717287E+06
-0.438012172191850E+06
-0.438012437449059E+06
-0.438012789924067E+06
-0.438013082191596E+06
-0.438013107353981E+06
-0.438012815330610E+06
-0.438012658964686E+06
-0.438012871302972E+06
-0.438013013666662E+06
-0.438012933756164E+06
-0.438012807811026E+06
-0.438012761081411E+06
-0.438012774624327E+06
-0.438012736561680E+06
-0.438012560851492E+06
-0.438012279979456E+06
-0.438011993897417E+06
-0.438011777311006E+06
-0.438011671086079E+06
-0.438011791655393E+06
-0.438012068868435E+06
-0.438012326581400E+06
-0.438012462979288E+06
-0.438012478670583E+06
-0.438012437749719E+06
-0.438012408365546E+06
-0.438012449711086E+06
-0.438012579492760E+06
-0.438012764670375E+06
-0.438012951158957E+06
-0.438013063304546E+06
-0.438013060205797E+06
-0.438013027767801E+06
-0.438013081823906E+06
-0.438013252420515E+06
-0.438013534344336E+06
-0.438013930327153E+06
-0.438014418006181E+06
-0.438014924130315E+06
-0.438015355617505E+06
-0.438015627210697E+06
-0.438015678799114E+06
-0.438015483105406E+06
-0.438015101197157E+06
-0.438014680180412E+06
-0.438014423853239E+06
-0.438014482108690E+06
-0.438014841259307E+06
-0.438015325888842E+06
-0.438015677583713E+06
-0.438015722625150E+06
-0.438015447932159E+06
-0.438014937505084E+06
-0.438014356455202E+06
-0.438013850463355E+06
-0.438013544834711E+06
-0.438013480502811E+06
-0.438013674485144E+06
-0.438014070662420E+06
-0.438014493408645E+06
-0.438014793845331E+06
-0.438014939900807E+06
-0.438014991563280E+06
-0.438015007606724E+06
-0.438015023714730E+06
-0.438015061557585E+06
-0.438015127550056E+06
-0.438015212537854E+06
-0.438015313714737E+06
-0.438015447848022E+06
-0.438015629130832E+06
-0.438015837778525E+06
-0.438016028794822E+06
-0.438016149879609E+06
-0.438016167596605E+06
-0.438016038190968E+06
-0.438015737499618E+06
-0.438015260982449E+06
-0.438014638211899E+06
-0.438013925196233E+06
-0.438013262639713E+06
-0.438012798076133E+06
-0.438012549421114E+06
-0.438012372277218E+06
-0.438012092072714E+06
-0.438011625283421E+06
-0.438011039077851E+06
-0.438010519952806E+06
-0.438010273262307E+06
-0.438010393325301E+06
-0.438010854998953E+06
-0.438011519831817E+06
-0.438012179988098E+06
-0.438012665504767E+06
-0.438012902622050E+06
-0.438012894987422E+06
-0.438012703598391E+06
-0.438012403136644E+06
-0.438012089407270E+06
-0.438011885853822E+06
-0.438011861853038E+06
-0.438011908440580E+06
-0.438011857019990E+06
-0.438011644974098E+06
-0.438011340037290E+06
-0.438011072467273E+06
-0.438010980954742E+06
-0.438011093426441E+06
-0.438011343669609E+06
-0.438011668042778E+06
-0.438012039802478E+06
-0.438012472772161E+06
-0.438012958282862E+06
-0.438013401249986E+06
-0.438013672731378E+06
-0.438013702462673E+06
-0.438013491676051E+06
-0.438013199455893E+06
-0.438013047791013E+06
-0.438013166187422E+06
-0.438013561017398E+06
-0.438014130552912E+06
-0.438014688315243E+06
-0.438015109895810E+06
-0.438015255679586E+06
-0.438015113440126E+06
-0.438014771958140E+06
-0.438014340455341E+06
-0.438013932645019E+06
-0.438013621090619E+06
-0.438013431724816E+06
-0.438013360724681E+06
-0.438013373198936E+06
-0.438013403020548E+06
-0.438013390637335E+06
-0.438013285601621E+06
-0.438013042616563E+06
-0.438012652819551E+06
-0.438012154326174E+06
-0.438011644366772E+06
-0.438011234473169E+06
-0.438011030662833E+06
-0.438011082111530E+06
-0.438011367736671E+06
-0.438011810570354E+06
-0.438012303075956E+06
-0.438012733857542E+06
-0.438013055375505E+06
-0.438013282423469E+06
-0.438013424165490E+06
-0.438013478252727E+06
-0.438013444494872E+06
-0.438013324410600E+06
-0.438013124335227E+06
-0.438012865379367E+06
-0.438012630226442E+06
-0.438012491108948E+06
-0.438012501024709E+06
-0.438012671138257E+06
-0.438012956983671E+06
-0.438013258171511E+06
-0.438013473157409E+06
-0.438013571366062E+06
-0.438013602017012E+06
-0.438013624946500E+06
-0.438013603980718E+06
-0.438013411893869E+06
-0.438012986849758E+06
-0.438012415831076E+06
-0.438011885695022E+06
-0.438011598992950E+06
-0.438011664500791E+06
-0.438012085413878E+06
-0.438012722734804E+06
-0.438013245476063E+06
-0.438013215854433E+06
-0.438012803941016E+06
-0.438013093846532E+06
-0.438013641849639E+06
-0.438013528422408E+06
-0.438013015171848E+06
-0.438012545927907E+06
-0.438012305297624E+06
-0.438012250718933E+06
-0.438012305668964E+06
-0.438012462573471E+06
-0.438012751836154E+06
-0.438013200427410E+06
-0.438013836170943E+06
-0.438014693370650E+06
-0.438015673743707E+06
-0.438016587453260E+06
-0.438017169224043E+06
-0.438017283677311E+06
-0.438016930800857E+06
-0.438016228052347E+06
-0.438015372323923E+06
-0.438014685802358E+06
-0.438014359936099E+06
-0.438014318687161E+06
-0.438014329055130E+06
-0.438014236732596E+06
-0.438014022933655E+06
-0.438013721958223E+06
-0.438013393676263E+06
-0.438013086242709E+06
-0.438012820542579E+06
-0.438012580178273E+06
-0.438012356023127E+06
-0.438012158891793E+06
-0.438012029360390E+06
-0.438012051876915E+06
-0.438012258928256E+06
-0.438012511063455E+06
-0.438012596819917E+06
-0.438012570571046E+06
-0.438012648074531E+06
-0.438012823442502E+06
-0.438012996330607E+06
-0.438013165120928E+06
-0.438013339568993E+06
-0.438013516019614E+06
-0.438013643864642E+06
-0.438013653726391E+06
-0.438013556301467E+06
-0.438013582196724E+06
-0.438013917832991E+06
-0.438014389520151E+06
-0.438014762782885E+06
-0.438014953121555E+06
-0.438014906547224E+06
-0.438014554839254E+06
-0.438014288967618E+06
-0.438014621441135E+06
-0.438014997009475E+06
-0.438014906457098E+06
-0.438014669035884E+06
-0.438014636467153E+06
-0.438014753526122E+06
-0.438014925559582E+06
-0.438015164513782E+06
-0.438015455990471E+06
-0.438015719638663E+06
-0.438015891340874E+06
-0.438015941831310E+06
-0.438015856794004E+06
-0.438015605313011E+06
-0.438015123533085E+06
-0.438014332492837E+06
-0.438013413928897E+06
-0.438013045662631E+06
-0.438013487437546E+06
-0.438014028349941E+06
-0.438014260069448E+06
-0.438014252690618E+06
-0.438014121640938E+06
-0.438013922441171E+06
-0.438013683208957E+06
-0.438013418105733E+06
-0.438013118599210E+06
-0.438012771057539E+06
-0.438012386733423E+06
-0.438012004919322E+06
-0.438011693894193E+06
-0.438011512022522E+06
-0.438011448300345E+06
-0.438011479702790E+06
-0.438011601715562E+06
-0.438011812535805E+06
-0.438012102479735E+06
-0.438012442624138E+06
-0.438012775097133E+06
-0.438013061810512E+06
-0.438013283986594E+06
-0.438013450823120E+06
-0.438013598592338E+06
-0.438013768598687E+06
-0.438013932083744E+06
-0.438014003272155E+06
-0.438013932402202E+06
-0.438013744411681E+06
-0.438013511333993E+06
-0.438013308067997E+06
-0.438013202903439E+06
-0.438013247378951E+06
-0.438013456627722E+06
-0.438013808360591E+06
-0.438014267557233E+06
-0.438014824429005E+06
-0.438015397927044E+06
-0.438015754250022E+06
-0.438015645063618E+06
-0.438015034617765E+06
-0.438014138768211E+06
-0.438013200810351E+06
-0.438012413702625E+06
-0.438011953497239E+06
-0.438011853596671E+06
-0.438012016811033E+06
-0.438012242374116E+06
-0.438012333933631E+06
-0.438012220613494E+06
-0.438011965369132E+06
-0.438011761148695E+06
-0.438011676701831E+06
-0.438011601708056E+06
-0.438011534461927E+06
-0.438011549267719E+06
-0.438011654951989E+06
-0.438011793368336E+06
-0.438011882467123E+06
-0.438011874440966E+06
-0.438011803838825E+06
-0.438011728245885E+06
-0.438011649609668E+06
-0.438011561429305E+06
-0.438011599230154E+06
-0.438011779221800E+06
-0.438011902353712E+06
-0.438011870297336E+06
-0.438011752111130E+06
-0.438011619910148E+06
-0.438011507601310E+06
-0.438011426500145E+06
-0.438011443430403E+06
-0.438011587010831E+06
-0.438011695007544E+06
-0.438011652245774E+06
-0.438011591903978E+06
-0.438011526622530E+06
-0.438011318881198E+06
-0.438010988185853E+06
-0.438010645252447E+06
-0.438010341926378E+06
-0.438010082013620E+06
-0.438009926166884E+06
-0.438009925037384E+06
-0.438009989843613E+06
-0.438010062367819E+06
-0.438010302266835E+06
-0.438010793555242E+06
-0.438011335101043E+06
-0.438011772400369E+06
-0.438012069862022E+06
-0.438012240634686E+06
-0.438012315873822E+06
-0.438012346598405E+06
-0.438012402123845E+06
-0.438012464366058E+06
-0.438012438354388E+06
-0.438012294203567E+06
-0.438012102679573E+06
-0.438011967773076E+06
-0.438011925904284E+06
-0.438011963138080E+06
-0.438012061818910E+06
-0.438012190826130E+06
-0.438012307446822E+06
-0.438012431027528E+06
-0.438012642499947E+06
-0.438012914446645E+06
-0.438013088071743E+06
-0.438013073434989E+06
-0.438012929772576E+06
-0.438012745853734E+06
-0.438012592203739E+06
-0.438012482638108E+06
-0.438012377595989E+06
-0.438012211731839E+06
-0.438011946666216E+06
-0.438011633198342E+06
-0.438011381640440E+06
-0.438011228957187E+06
-0.438011133191063E+06
-0.438011086928311E+06
-0.438011108296703E+06
-0.438011180816937E+06
-0.438011217312568E+06
-0.438011136512778E+06
-0.438010909524481E+06
-0.438010560506675E+06
-0.438010163873200E+06
-0.438009804380982E+06
-0.438009523728551E+06
-0.438009347394199E+06
-0.438009304036530E+06
-0.438009405456066E+06
-0.438009633142132E+06
-0.438009937794727E+06
-0.438010235116085E+06
-0.438010441094727E+06
-0.438010524169012E+06
-0.438010550245382E+06
-0.438010640066469E+06
-0.438010880245164E+06
-0.438011311370366E+06
-0.438011891604703E+06
-0.438012511365486E+06
-0.438013061057640E+06
-0.438013406280978E+06
-0.438013442155526E+06
-0.438013155344852E+06
-0.438012686534172E+06
-0.438012216782645E+06
-0.438011816279086E+06
-0.438011536245573E+06
-0.438011420782610E+06
-0.438011514497966E+06
-0.438011799762779E+06
-0.438012215947476E+06
-0.438012671832846E+06
-0.438013054342969E+06
-0.438013284462169E+06
-0.438013348888796E+06
-0.438013290918863E+06
-0.438013194229028E+06
-0.438013136053010E+06
-0.438013117038841E+06
-0.438013076632152E+06
-0.438012988885944E+06
-0.438012889660858E+06
-0.438012832203090E+06
-0.438012838588932E+06
-0.438012866203565E+06
-0.438012855081615E+06
-0.438012794548364E+06
-0.438012669507830E+06
-0.438012392151236E+06
-0.438011908867757E+06
